# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "--primary" "-s" "0" "-t" "gene" "-g" "gene_id" "-a" "/scratch/avannan/refs/rat/mRatBN7.2/Rattus_norvegicus.mRatBN7.2.105.gtf" "-o" "/data/CEM/wilsonlab/projects/rodent_addiction/powell/05_counts/HISAT2_featureCounts/genes/powell_SRS6085261_CI1cue_hisat2_featurecounts_genes.txt" "/data/CEM/wilsonlab/projects/rodent_addiction/powell/04_processing/HISAT2/sorted_bams/powell_SRS6085261_CI1cue_hisat2_trim_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/CEM/wilsonlab/projects/rodent_addiction/powell/04_processing/HISAT2/sorted_bams/powell_SRS6085261_CI1cue_hisat2_trim_sort.bam
ENSRNOG00000070221	3	29525075	29571760	+	46686	0
ENSRNOG00000070795	3	29580530	29584352	+	3823	0
ENSRNOG00000062964	3	32015887	32096341	+	80455	0
ENSRNOG00000065897	3	33290789	33292715	+	1927	1358
ENSRNOG00000052827	3	34727615	34736247	+	8633	6
ENSRNOG00000064762	3	36394431	36404939	+	10509	8
ENSRNOG00000065163	3	36878660	36880280	-	1621	551
ENSRNOG00000063354	3	38903733	38916100	+	12368	376
ENSRNOG00000068686	3	41703312	41707304	-	3993	21
ENSRNOG00000069326	3	42761167	42774919	-	13753	10
ENSRNOG00000068224	3	44333774	44337077	+	3304	11
ENSRNOG00000054061	3	46362419	46561711	+	199293	88
ENSRNOG00000070815	3	47093593	47096730	+	3138	0
ENSRNOG00000064472	3	50779103	50783573	+	4471	2
ENSRNOG00000070490	3	56733057	56734666	-	1610	83
ENSRNOG00000062511	3	57501950	57503905	-	1956	0
ENSRNOG00000068942	3	57544998	57548700	-	3703	0
ENSRNOG00000063325	3	57578757	57586595	-	7839	0
ENSRNOG00000062704	3	57741937	57743430	-	1494	0
ENSRNOG00000066285	3	57862926	57872947	-	10022	0
ENSRNOG00000070057	3	58392157	58395895	+	3739	37
ENSRNOG00000066525	3	58486036	58501315	-	15280	9
ENSRNOG00000067868	3	58795311	58796344	+	1034	7
ENSRNOG00000062925	3	60651736	60670813	-	19078	0
ENSRNOG00000063654	3	62235057	62242261	+	7205	3
ENSRNOG00000069787	3	62277369	62278419	-	1051	0
ENSRNOG00000068062	3	64140834	64151938	+	11105	1
ENSRNOG00000070411	3	65274032	65275043	-	1012	24
ENSRNOG00000064076	3	68765037	68766837	+	1801	317
ENSRNOG00000067710	3	69428351	69429624	+	1274	85
ENSRNOG00000053452	3	72977767	72979694	-	1928	0
ENSRNOG00000070254	3	74061070	74065943	+	4874	0
ENSRNOG00000063086	3	74772655	74776704	-	4050	0
ENSRNOG00000065083	3	75012975	75023691	-	10717	0
ENSRNOG00000068479	3	77682862	77689749	-	6888	1
ENSRNOG00000070295	3	78465915	78493694	+	27780	3
ENSRNOG00000064363	3	78488887	78503864	-	14978	0
ENSRNOG00000064963	3	78503739	78515131	+	11393	0
ENSRNOG00000070955	3	78524113	78542593	+	18481	0
ENSRNOG00000063662	3	79337900	79379110	-	41211	3
ENSRNOG00000070379	3	82304945	82585682	+	280738	11023
ENSRNOG00000069367	3	87787183	87806688	-	19506	20
ENSRNOG00000064955	3	87984434	87988312	+	3879	260
ENSRNOG00000062419	3	89129151	89135458	+	6308	58255
ENSRNOG00000065584	3	90481269	90484365	+	3097	1
ENSRNOG00000062501	3	91550242	91551467	+	1226	0
ENSRNOG00000063222	3	98611803	98613546	-	1744	0
ENSRNOG00000064512	3	98820816	98845569	-	24754	5
ENSRNOG00000063566	3	99552488	99560706	+	8219	0
ENSRNOG00000067277	3	100779000	100780381	-	1382	22
ENSRNOG00000068851	3	104330477	104340411	+	9935	0
ENSRNOG00000069642	3	104339859	104352566	-	12708	0
ENSRNOG00000066196	3	105048943	105053157	+	4215	0
ENSRNOG00000068429	3	105704386	105721406	+	17021	4
ENSRNOG00000069049	3	105728113	105733411	-	5299	10
ENSRNOG00000066025	3	105728989	105731324	+	2336	0
ENSRNOG00000069437	3	105821651	105824102	+	2452	9
ENSRNOG00000070640	3	106311638	106314130	-	2493	0
ENSRNOG00000070962	3	107122152	107123475	-	1324	1
ENSRNOG00000067626	3	107512314	107513652	+	1339	2
ENSRNOG00000070503	3	107691123	107693647	-	2525	643
ENSRNOG00000067060	3	109719897	109724006	+	4110	0
ENSRNOG00000050251	3	109719984	109723502	-	3519	0
ENSRNOG00000037160	3	109816366	109828308	+	11943	112
ENSRNOG00000069505	3	109816399	109826528	-	10130	0
ENSRNOG00000064610	3	110007891	110145541	+	137651	35
ENSRNOG00000065609	3	110356035	110411246	-	55212	7
ENSRNOG00000058578	3	112793983	112804069	-	10087	10
ENSRNOG00000064265	3	114554198	114555603	-	1406	1
ENSRNOG00000067465	3	115420794	115422432	-	1639	0
ENSRNOG00000070243	3	115425261	115447917	+	22657	1
ENSRNOG00000064821	3	115462527	115465947	+	3421	0
ENSRNOG00000062653	3	116195753	116198978	-	3226	0
ENSRNOG00000063658	3	116404250	116413702	-	9453	29
ENSRNOG00000066318	3	117600856	117603381	-	2526	36
ENSRNOG00000065212	3	117797590	117805176	-	7587	7
ENSRNOG00000068360	3	117805072	117806295	+	1224	19
ENSRNOG00000069833	3	118106838	118110058	-	3221	32
ENSRNOG00000070304	3	118405080	118407045	-	1966	7
ENSRNOG00000069580	3	118450336	118451652	-	1317	0
ENSRNOG00000070087	3	118480706	118483267	-	2562	4
ENSRNOG00000065411	3	119480735	119497614	-	16880	893
ENSRNOG00000067542	3	119553572	119560404	+	6833	1825
ENSRNOG00000067833	3	131935327	131939250	-	3924	24
ENSRNOG00000070310	3	134539331	134541996	+	2666	0
ENSRNOG00000067192	3	136920263	136922808	-	2546	0
ENSRNOG00000069506	3	138213562	138244592	+	31031	205
ENSRNOG00000069954	3	139010059	139026353	-	16295	0
ENSRNOG00000070276	3	139501801	139509458	+	7658	4
ENSRNOG00000070155	3	139969967	139978285	-	8319	1
ENSRNOG00000071014	3	140198502	140211843	+	13342	14
ENSRNOG00000064629	3	140198502	140205753	-	7252	0
ENSRNOG00000064961	3	140486224	140488668	-	2445	5
ENSRNOG00000064726	3	140498935	140509458	+	10524	12
ENSRNOG00000070322	3	141017137	141019040	-	1904	0
ENSRNOG00000068358	3	141305288	141316886	+	11599	14
ENSRNOG00000066754	3	141362034	141376460	-	14427	0
ENSRNOG00000063293	3	141476501	141483858	-	7358	3
ENSRNOG00000008845	3	141477585	141483750	+	6166	0
ENSRNOG00000056754	3	142036620	142039584	-	2965	0
ENSRNOG00000052433	3	142062053	142076325	-	14273	33
ENSRNOG00000069926	3	142068949	142081461	+	12513	6
ENSRNOG00000063989	3	143618846	143641799	+	22954	7
ENSRNOG00000067270	3	143633888	143645586	-	11699	7
ENSRNOG00000065838	3	143962166	143967176	+	5011	122
ENSRNOG00000064539	3	144587531	144588703	+	1173	182
ENSRNOG00000067187	3	144815466	144816696	-	1231	48
ENSRNOG00000063496	3	145669099	145670832	-	1734	246
ENSRNOG00000065916	3	147154097	147160490	+	6394	11
ENSRNOG00000066884	3	149239559	149275979	-	36421	15
ENSRNOG00000063689	3	151596129	151597752	-	1624	41
ENSRNOG00000065658	3	152085218	152102588	+	17371	49
ENSRNOG00000064296	3	153422007	153424347	-	2341	0
ENSRNOG00000063485	3	155730671	155738389	+	7719	2
ENSRNOG00000068542	3	167256812	167265148	-	8337	37
ENSRNOG00000063969	3	5333869	5387470	-	53602	41
ENSRNOG00000065889	3	17713914	17715716	-	1803	0
ENSRNOG00000067579	3	29349381	29367268	+	17888	49
ENSRNOG00000060921	3	29626256	29669268	+	43013	0
ENSRNOG00000062592	3	45131405	45149094	+	17690	1
ENSRNOG00000068361	3	50090131	50122573	+	32443	2
ENSRNOG00000060690	3	57555676	57572254	-	16579	1
ENSRNOG00000007189	5	121406326	121423130	+	16805	3
ENSRNOG00000010162	5	129261552	129264673	-	3122	2
ENSRNOG00000010169	5	129266404	129293556	+	27153	1170
ENSRNOG00000043513	5	128651776	128682779	-	31004	1183
ENSRNOG00000069046	5	28497501	28497630	-	130	0
ENSRNOG00000062580	5	15375422	15375528	-	107	0
ENSRNOG00000055704	5	16845762	16845890	-	129	0
ENSRNOG00000059478	5	16819945	16820012	-	68	0
ENSRNOG00000061098	5	143411173	143411304	+	132	0
ENSRNOG00000063504	5	142948418	142948500	+	83	0
ENSRNOG00000059967	5	143029027	143029151	-	125	0
ENSRNOG00000061554	5	142919643	142919716	+	74	0
ENSRNOG00000066362	5	142938289	142938371	+	83	0
ENSRNOG00000070286	5	144506901	144506974	+	74	0
ENSRNOG00000053078	5	144468942	144469075	-	134	0
ENSRNOG00000030938	5	119677204	119800910	+	123707	132
ENSRNOG00000065607	5	144506420	144506549	+	130	0
ENSRNOG00000061536	5	144545179	144545382	-	204	0
ENSRNOG00000053163	5	144505211	144505346	+	136	0
ENSRNOG00000061662	5	144545599	144545802	-	204	0
ENSRNOG00000065760	5	144506127	144506255	+	129	0
ENSRNOG00000061673	5	161425753	161425910	+	158	0
ENSRNOG00000053219	5	139108038	139108168	-	131	0
ENSRNOG00000058210	5	139145804	139145928	-	125	1
ENSRNOG00000056999	5	139610750	139610852	-	103	0
ENSRNOG00000058179	5	72559734	72560020	-	287	0
ENSRNOG00000051842	5	147790279	147790348	-	70	0
ENSRNOG00000054998	5	153013761	153013890	+	130	0
ENSRNOG00000056882	5	134473016	134473116	+	101	0
ENSRNOG00000053809	5	123754011	123754111	-	101	0
ENSRNOG00000067577	5	153389988	153390094	+	107	0
ENSRNOG00000060664	5	123218554	123218681	+	128	0
ENSRNOG00000051511	5	141723053	141723172	+	120	0
ENSRNOG00000057428	5	123280963	123281069	-	107	0
ENSRNOG00000067580	5	141522271	141522377	+	107	0
ENSRNOG00000067776	5	124264229	124264369	-	141	0
ENSRNOG00000061368	5	142235554	142235706	-	153	0
ENSRNOG00000013255	5	144745036	144763108	+	18073	239
ENSRNOG00000060425	5	124306820	124306946	+	127	0
ENSRNOG00000055493	5	142624702	142624889	-	188	0
ENSRNOG00000028841	5	119728811	119730073	+	1263	0
ENSRNOG00000070317	5	157757303	157757409	+	107	0
ENSRNOG00000055928	5	142682775	142682877	+	103	0
ENSRNOG00000066976	5	157415839	157415945	+	107	0
ENSRNOG00000065002	5	164429616	164429749	+	134	0
ENSRNOG00000067914	5	157661668	157661774	-	107	0
ENSRNOG00000009983	5	122014678	122035829	-	21152	475
ENSRNOG00000040424	5	123776534	123776609	+	76	0
ENSRNOG00000063875	5	157996975	157997081	+	107	0
ENSRNOG00000051524	5	158878885	158879004	-	120	0
ENSRNOG00000049006	5	144751986	144752075	+	90	0
ENSRNOG00000064797	5	157883496	157883602	+	107	0
ENSRNOG00000041219	5	109539086	109539166	+	81	0
ENSRNOG00000009138	5	124276074	124295803	-	19730	0
ENSRNOG00000070223	5	158193202	158193308	+	107	0
ENSRNOG00000035508	5	166649272	166649366	-	95	0
ENSRNOG00000064967	5	19814374	19814505	-	132	0
ENSRNOG00000045994	5	147725453	147725563	+	111	0
ENSRNOG00000060316	5	20954040	20954161	+	122	0
ENSRNOG00000055618	5	86992250	86992375	+	126	0
ENSRNOG00000035512	5	71596083	71596152	-	70	0
ENSRNOG00000056677	5	87503909	87504029	-	121	0
ENSRNOG00000010241	5	122035581	122062421	+	26841	427
ENSRNOG00000035640	5	134352232	134352323	+	92	0
ENSRNOG00000054684	5	88572552	88572680	+	129	0
ENSRNOG00000036266	5	76689313	76689390	+	78	0
ENSRNOG00000064979	5	95202897	95203037	+	141	0
ENSRNOG00000052476	5	95830740	95830865	-	126	0
ENSRNOG00000035596	5	55842806	55842883	+	78	0
ENSRNOG00000058642	5	96254566	96254697	-	132	0
ENSRNOG00000044314	5	84177375	84177443	+	69	0
ENSRNOG00000013085	5	33623713	34309381	-	685669	6653
ENSRNOG00000054528	5	166565510	166565653	-	144	0
ENSRNOG00000041320	5	51337191	51337269	-	79	9
ENSRNOG00000059917	5	166331621	166331722	-	102	0
ENSRNOG00000048754	5	5946723	5946806	-	84	0
ENSRNOG00000069225	5	71212	71364	-	153	0
ENSRNOG00000006926	5	33336264	33385354	-	49091	0
ENSRNOG00000055018	5	38285525	38285644	-	120	0
ENSRNOG00000035595	5	166647459	166647543	-	85	0
ENSRNOG00000052786	5	38877850	38877982	+	133	0
ENSRNOG00000046923	5	151850759	151850825	-	67	0
ENSRNOG00000068752	5	38782756	38782820	+	65	0
ENSRNOG00000068070	5	33483760	33485045	-	1286	0
ENSRNOG00000035650	5	166648481	166648600	+	120	0
ENSRNOG00000056403	5	107652473	107652571	-	99	0
ENSRNOG00000059914	5	73842855	73843025	-	171	0
ENSRNOG00000035623	5	160533002	160533103	+	102	0
ENSRNOG00000067103	5	29597744	29598561	-	818	0
ENSRNOG00000054422	5	74379202	74379330	-	129	0
ENSRNOG00000041305	5	51356919	51356995	-	77	9
ENSRNOG00000066353	5	74488123	74488181	+	59	0
ENSRNOG00000035567	5	134349237	134349325	-	89	0
ENSRNOG00000061149	5	74483452	74483511	+	60	1
ENSRNOG00000046115	5	160837304	160837424	+	121	0
ENSRNOG00000061771	5	33564215	33564342	-	128	0
ENSRNOG00000051720	5	145758002	145771425	-	13424	252
ENSRNOG00000053189	5	34606496	34606629	-	134	0
ENSRNOG00000035606	5	103599032	103599149	+	118	0
ENSRNOG00000008025	5	125254956	126534367	+	1279412	8267
ENSRNOG00000057640	5	43048139	43048245	+	107	0
ENSRNOG00000035599	5	115966328	115966410	-	83	4
ENSRNOG00000067716	5	44090513	44090680	-	168	0
ENSRNOG00000060236	5	21602131	21602278	+	148	0
ENSRNOG00000007675	5	38635472	38727677	+	92206	1260
ENSRNOG00000063328	5	22846661	22846823	-	163	0
ENSRNOG00000068470	5	22065012	22065092	-	81	0
ENSRNOG00000007229	5	145779294	145782609	+	3316	0
ENSRNOG00000052195	5	22348825	22348930	+	106	0
ENSRNOG00000064286	5	38642628	38642839	+	212	0
ENSRNOG00000054051	5	151071473	151071629	-	157	0
ENSRNOG00000053278	5	5833469	5833590	+	122	3
ENSRNOG00000060871	5	6202522	6202625	+	104	0
ENSRNOG00000012879	5	142651956	142658718	+	6763	133
ENSRNOG00000051940	5	6578109	6578255	-	147	0
ENSRNOG00000060522	5	6099058	6099343	-	286	0
ENSRNOG00000067562	5	127293600	127420989	+	127390	1
ENSRNOG00000054365	5	149261744	149261873	+	130	0
ENSRNOG00000025145	5	33070265	33127328	+	57064	2710
ENSRNOG00000049425	5	141920695	141922340	-	1646	0
ENSRNOG00000064116	5	150055348	150055488	+	141	0
ENSRNOG00000052446	5	112966475	112966607	+	133	0
ENSRNOG00000063781	5	127376764	127398397	+	21634	0
ENSRNOG00000060467	5	112945244	112945349	+	106	0
ENSRNOG00000061397	5	114900235	114900518	-	284	0
ENSRNOG00000068199	5	127518219	127556435	+	38217	1
ENSRNOG00000070443	5	7771753	7771881	+	129	0
ENSRNOG00000064250	5	7111009	7111144	+	136	0
ENSRNOG00000012266	5	142658589	142700426	-	41838	403
ENSRNOG00000006328	5	33098494	33186046	-	87553	2257
ENSRNOG00000070552	5	129832346	129832452	-	107	0
ENSRNOG00000025051	5	128587701	128600976	+	13276	22
ENSRNOG00000061361	5	130632015	130632118	-	104	0
ENSRNOG00000067578	5	130673379	130673494	+	116	0
ENSRNOG00000070652	5	129952187	129952290	+	104	0
ENSRNOG00000071090	5	35847674	35847947	+	274	0
ENSRNOG00000008161	5	128618237	128623131	+	4895	0
ENSRNOG00000060295	5	130338326	130338430	+	105	0
ENSRNOG00000057993	5	130630642	130630711	-	70	0
ENSRNOG00000056153	5	145695362	145706073	+	10712	2
ENSRNOG00000063748	5	130667018	130667133	+	116	0
ENSRNOG00000054324	5	130632614	130632692	-	79	0
ENSRNOG00000010531	5	144306188	144340960	-	34773	198
ENSRNOG00000059280	5	130680654	130680769	+	116	0
ENSRNOG00000063402	5	130107105	130107211	+	107	0
ENSRNOG00000068750	5	46608912	46633793	-	24882	21
ENSRNOG00000055378	5	130631069	130631136	-	68	0
ENSRNOG00000059686	5	159058554	159058689	-	136	0
ENSRNOG00000016183	5	129962643	130001242	+	38600	311
ENSRNOG00000065603	5	47409704	47412573	+	2870	924
ENSRNOG00000055936	5	145706094	145713272	-	7179	485
ENSRNOG00000064382	5	47653383	47654905	-	1523	7
ENSRNOG00000059798	5	158992110	158992191	+	82	0
ENSRNOG00000066864	5	47671101	47693938	-	22838	124
ENSRNOG00000070292	5	25008627	25008726	-	100	0
ENSRNOG00000008382	5	4271067	4273071	+	2005	8
ENSRNOG00000068236	5	145707005	145707756	-	752	0
ENSRNOG00000062709	5	55797351	55799761	-	2411	95
ENSRNOG00000065785	5	155523983	155524131	+	149	0
ENSRNOG00000063873	5	57271496	57272877	-	1382	2
ENSRNOG00000069586	5	156731160	156731307	-	148	0
ENSRNOG00000065329	5	60859171	60864561	+	5391	3
ENSRNOG00000057838	5	156736935	156737098	+	164	0
ENSRNOG00000067608	5	4074045	4075958	+	1914	0
ENSRNOG00000070149	5	39351819	39565130	-	213312	16828
ENSRNOG00000063551	5	70168476	70171183	+	2708	0
ENSRNOG00000068006	5	99229955	99230058	-	104	0
ENSRNOG00000056039	5	62231637	62231768	+	132	0
ENSRNOG00000010381	5	129318170	129357639	+	39470	317
ENSRNOG00000068519	5	72090283	72101129	-	10847	0
ENSRNOG00000054425	5	55089912	55089976	+	65	0
ENSRNOG00000007683	5	35225435	35232881	-	7447	0
ENSRNOG00000025040	5	73856164	73863012	-	6849	0
ENSRNOG00000060535	5	55544958	55545064	-	107	0
ENSRNOG00000066962	5	103476657	103477211	+	555	0
ENSRNOG00000066924	5	74076752	74078882	+	2131	2
ENSRNOG00000060848	5	56189334	56189452	+	119	0
ENSRNOG00000065088	5	74635331	74637929	+	2599	58
ENSRNOG00000008516	5	120631540	120631923	-	384	0
ENSRNOG00000006110	5	2030281	2125284	+	95004	843
ENSRNOG00000053973	5	56367009	56367089	-	81	0
ENSRNOG00000069758	5	75890644	75897478	-	6835	49
ENSRNOG00000011804	5	145063587	145092377	-	28791	1876
ENSRNOG00000061024	5	56356243	56356319	-	77	0
ENSRNOG00000066522	5	114335408	114336817	+	1410	0
ENSRNOG00000062403	5	77007307	77015119	-	7813	21
ENSRNOG00000055005	5	56369278	56369356	-	79	0
ENSRNOG00000006681	5	3188445	3215572	-	27128	488
ENSRNOG00000070528	5	71132066	71132150	-	85	0
ENSRNOG00000066444	5	78731885	78736004	+	4120	8
ENSRNOG00000064139	5	128923615	129026477	-	102863	1
ENSRNOG00000033165	5	121870102	121870527	-	426	0
ENSRNOG00000059832	5	72504838	72504938	+	101	0
ENSRNOG00000063319	5	78733028	78735870	-	2843	0
ENSRNOG00000007719	5	35266823	35296584	+	29762	1022
ENSRNOG00000066993	5	82527980	82532797	+	4818	164
ENSRNOG00000007770	5	128445594	128446454	-	861	0
ENSRNOG00000047310	5	3225638	3247589	+	21952	9
ENSRNOG00000068991	5	83990637	83992614	-	1978	761
ENSRNOG00000068451	5	92964690	93020918	-	56229	1
ENSRNOG00000066278	5	129376602	129377135	+	534	1
ENSRNOG00000065788	5	146278978	146285000	+	6023	0
ENSRNOG00000063510	5	97806779	97817832	-	11054	49
ENSRNOG00000028991	5	3569685	4028599	-	458915	5333
ENSRNOG00000063594	5	104003369	104008178	+	4810	5
ENSRNOG00000007759	5	128429020	128430504	-	1485	0
ENSRNOG00000068735	5	106877035	106898028	+	20994	0
ENSRNOG00000068879	5	108999229	109014699	-	15471	1
ENSRNOG00000018143	5	130286631	130288233	-	1603	13
ENSRNOG00000063580	5	109009276	109013643	+	4368	0
ENSRNOG00000066487	5	128923615	128934165	-	10551	0
ENSRNOG00000056532	5	130239228	130239575	-	348	0
ENSRNOG00000028185	5	35294645	35304101	-	9457	70
ENSRNOG00000066671	5	109313268	109324185	-	10918	39
ENSRNOG00000068591	5	132326454	132327404	-	951	0
ENSRNOG00000008600	5	145422669	145462940	-	40272	3
ENSRNOG00000069281	5	109357431	109360516	-	3086	99
ENSRNOG00000063479	5	132345164	132346171	-	1008	0
ENSRNOG00000066255	5	109850145	109852039	-	1895	0
ENSRNOG00000066634	5	109863727	109865017	+	1291	0
ENSRNOG00000067801	5	132373994	132374941	-	948	0
ENSRNOG00000064000	5	110179862	110186709	+	6848	0
ENSRNOG00000007354	5	4379999	4433570	+	53572	6
ENSRNOG00000069384	5	132604672	132604905	+	234	0
ENSRNOG00000062975	5	111584160	111754729	-	170570	2
ENSRNOG00000009505	5	145423892	145427720	+	3829	0
ENSRNOG00000068880	5	111671879	111673171	-	1293	0
ENSRNOG00000067935	5	132489097	132490044	-	948	0
ENSRNOG00000008688	5	35318635	35389420	+	70786	1892
ENSRNOG00000068456	5	113584420	113587099	-	2680	15
ENSRNOG00000066045	5	132435679	132436626	-	948	0
ENSRNOG00000065403	5	114217667	114233852	-	16186	0
ENSRNOG00000066878	5	129097926	129115463	-	17538	0
ENSRNOG00000069665	5	115090086	115118494	-	28409	7
ENSRNOG00000010910	5	144420555	144462602	-	42048	342
ENSRNOG00000069166	5	132254326	132255279	+	954	0
ENSRNOG00000070508	5	118392796	119058019	+	665224	15355
ENSRNOG00000062393	5	132264439	132265386	+	948	0
ENSRNOG00000065940	5	118861544	118896305	-	34762	0
ENSRNOG00000063543	5	132271846	132272793	-	948	0
ENSRNOG00000055591	5	118877211	118900661	-	23451	0
ENSRNOG00000008782	5	35395965	35422844	+	26880	5025
ENSRNOG00000064374	5	118900686	118905200	-	4515	0
ENSRNOG00000069409	5	132293815	132294762	-	948	0
ENSRNOG00000065324	5	119058092	119125293	+	67202	1902
ENSRNOG00000008936	5	145440346	145452212	+	11867	0
ENSRNOG00000069541	5	123530978	123534173	+	3196	36
ENSRNOG00000032078	5	39030901	39032104	-	1204	0
ENSRNOG00000063242	5	132407421	132408368	-	948	0
ENSRNOG00000063258	5	124239329	124243158	-	3830	0
ENSRNOG00000066220	5	124799596	124803546	-	3951	2
ENSRNOG00000046607	5	134246682	134248135	+	1454	23
ENSRNOG00000007258	5	3402648	3435420	+	32773	12
ENSRNOG00000066184	5	128148023	128154448	-	6426	6
ENSRNOG00000047686	5	136910391	136913371	+	2981	79
ENSRNOG00000063439	5	128154171	128156154	+	1984	0
ENSRNOG00000000121	5	145889646	145901533	-	11888	150
ENSRNOG00000034246	5	133180212	133180805	-	594	0
ENSRNOG00000032889	5	140615197	140616770	-	1574	0
ENSRNOG00000007441	5	38325543	38568650	-	243108	2803
ENSRNOG00000054734	5	146466479	146469567	+	3089	0
ENSRNOG00000067062	5	129416650	129422600	+	5951	0
ENSRNOG00000029310	5	139195914	139196714	+	801	0
ENSRNOG00000071125	5	129652686	129656133	-	3448	1
ENSRNOG00000067032	5	130115700	130120349	+	4650	2
ENSRNOG00000066117	5	139329325	139330057	-	733	29
ENSRNOG00000063856	5	130595705	130596985	-	1281	9
ENSRNOG00000017773	5	1274647	1314926	-	40280	99
ENSRNOG00000066395	5	131201302	131203760	+	2459	0
ENSRNOG00000008564	5	145465847	145484491	-	18645	140
ENSRNOG00000031506	5	144647541	144648477	+	937	0
ENSRNOG00000065404	5	131458830	131463898	+	5069	3
ENSRNOG00000007680	5	38907946	38956552	-	48607	21
ENSRNOG00000037680	5	126751394	126773247	+	21854	2
ENSRNOG00000070659	5	131815226	131817033	-	1808	2
ENSRNOG00000070457	5	146186098	146186586	-	489	0
ENSRNOG00000069843	5	131950545	131954312	+	3768	215
ENSRNOG00000049874	5	129656833	129672848	+	16016	10
ENSRNOG00000068341	5	146071426	146071785	-	360	0
ENSRNOG00000008626	5	40196396	40218459	-	22064	968
ENSRNOG00000063257	5	133315312	133318870	-	3559	1
ENSRNOG00000049922	5	145753136	145753684	-	549	0
ENSRNOG00000071094	5	133340601	133346589	+	5989	0
ENSRNOG00000067091	5	127636174	127684629	-	48456	2
ENSRNOG00000063071	5	134184849	134191550	-	6702	2
ENSRNOG00000060478	5	148321225	148321524	-	300	0
ENSRNOG00000071192	5	137984348	137989617	-	5270	371
ENSRNOG00000046922	5	144549363	144620865	-	71503	153
ENSRNOG00000008842	5	128702131	128733476	-	31346	95
ENSRNOG00000068391	5	138131975	138133310	+	1336	28
ENSRNOG00000071031	5	152242074	152242340	-	267	0
ENSRNOG00000007831	5	38962171	38995199	-	33029	1175
ENSRNOG00000062662	5	138487920	138494200	-	6281	0
ENSRNOG00000042458	5	2840765	3084929	+	244165	7061
ENSRNOG00000071088	5	141366115	141370274	+	4160	17
ENSRNOG00000012038	5	148674495	148675619	+	1125	46
ENSRNOG00000063943	5	142089227	142091272	+	2046	0
ENSRNOG00000064932	5	142089562	142091411	-	1850	0
ENSRNOG00000043113	5	150611609	150612601	-	993	0
ENSRNOG00000064700	5	142317979	142323795	+	5817	63
ENSRNOG00000064894	5	144026455	144029656	-	3202	0
ENSRNOG00000070717	5	148223650	148224105	+	456	0
ENSRNOG00000012219	5	142700534	142733776	+	33243	363
ENSRNOG00000045949	5	129479824	129498677	-	18854	325
ENSRNOG00000062536	5	144238211	144239578	+	1368	0
ENSRNOG00000065776	5	144419012	144420329	+	1318	61
ENSRNOG00000017244	5	151210492	151211716	+	1225	0
ENSRNOG00000005641	5	35955812	36029443	+	73632	876
ENSRNOG00000071131	5	144504388	144507556	+	3169	117
ENSRNOG00000065587	5	144544704	144546428	+	1725	30
ENSRNOG00000071148	5	155541742	155542269	+	528	0
ENSRNOG00000069669	5	2936313	2938386	-	2074	0
ENSRNOG00000068731	5	145217884	145221870	+	3987	4
ENSRNOG00000010835	5	129394221	129403040	-	8820	0
ENSRNOG00000051047	5	153655012	153655482	+	471	0
ENSRNOG00000070278	5	145540424	145544108	+	3685	0
ENSRNOG00000021792	5	6082442	6092712	+	10271	0
ENSRNOG00000063719	5	145798064	145800053	-	1990	1
ENSRNOG00000033916	5	153387176	153387427	+	252	0
